ticker,sector,klass,in_ntm
CCHHL.NS,Hotels Restaurants & Tourism,genuine-company,False
CEDAAR.NS,Textiles Apparels & Accessories,genuine-company,False
CEIGALL.NS,Cement and Construction,genuine-company,False
CELEBRITY.NS,Textiles Apparels & Accessories,genuine-company,False
CELLECOR.NS,Commercial Services & Supplies,genuine-company,False
CELLPOINT.NS,Retailing,genuine-company,False
CENTENKA.NS,Textiles Apparels & Accessories,genuine-company,False
CENTEXT.NS,Metals & Mining,genuine-company,False
CENTUM.NS,Commercial Services & Supplies,genuine-company,False
CEREBRAINT.NS,Hardware Technology & Equipment,genuine-company,False
CEWATER.NS,Utilities,genuine-company,False
CGRAPHICS.NS,Commercial Services & Supplies,genuine-company,False
CHAMUNDA.NS,Cement and Construction,genuine-company,False
CHANDAN.NS,Healthcare,genuine-company,False
CHAVDA.NS,Cement and Construction,genuine-company,False
CHEMBOND.NS,Chemicals & Petrochemicals,genuine-company,False
CHEMBONDCH.NS,Chemicals & Petrochemicals,genuine-company,False
CHEMCON.NS,Chemicals & Petrochemicals,genuine-company,False
CHEMFAB.NS,Chemicals & Petrochemicals,genuine-company,False
CHEMPLASTS.NS,Chemicals & Petrochemicals,genuine-company,False
CHETANA.NS,Commercial Services & Supplies,genuine-company,False
CHEVIOT.NS,Forest Materials,genuine-company,False
CHOLAHLDNG.NS,Diversified,genuine-company,True
CINELINE.NS,Media,genuine-company,False
CINEVISTA.NS,Media,genuine-company,False
CITIUSINVT.NS,Realty,genuine-company,False
CKKRETAIL.NS,"Food, Beverages & Tobacco",genuine-company,False
CLASSICEIL.NS,General Industrials,genuine-company,False
CLCIND.NS,Textiles Apparels & Accessories,genuine-company,False
CLEANMAX.NS,Utilities,genuine-company,False
CLEDUCATE.NS,Diversified Consumer Services,genuine-company,False
CLSEL.NS,"Food, Beverages & Tobacco",genuine-company,False
CLSL.NS,Chemicals & Petrochemicals,genuine-company,False
CMICABLES.NS,Consumer Durables,genuine-company,False
CMNL.NS,Metals & Mining,genuine-company,False
CMPDI.NS,Commercial Services & Supplies,genuine-company,False
CMRGREEN.NS,Metals & Mining,genuine-company,False
CMRSL.NS,Media,genuine-company,False
CNL.NS,Retailing,genuine-company,False
COASTCORP.NS,"Food, Beverages & Tobacco",genuine-company,False
COFFEEDAY.NS,Hotels Restaurants & Tourism,genuine-company,False
COMMITTED.NS,Transportation,genuine-company,False
COMPINFO.NS,Commercial Services & Supplies,genuine-company,False
COMPUSOFT.NS,Software & Services,genuine-company,False
COMSYN.NS,Commercial Services & Supplies,genuine-company,False
CONFIPET.NS,Oil & Gas,genuine-company,False
CONNPLEX.NS,Media,genuine-company,False
CONTI.NS,"Food, Beverages & Tobacco",genuine-company,False
CONTROLPR.NS,Hardware Technology & Equipment,genuine-company,False
COOLCAPS.NS,General Industrials,genuine-company,False
CORDSCABLE.NS,Consumer Durables,genuine-company,False
COSMOFIRST.NS,Commercial Services & Supplies,genuine-company,False
COUNCODOS.NS,Realty,genuine-company,False
CPCAP.NS,Diversified Consumer Services,genuine-company,False
CPEDU.NS,Diversified Consumer Services,genuine-company,False
CPS.NS,Textiles Apparels & Accessories,genuine-company,False
CRAYONS.NS,Media,genuine-company,False
CREATIVEYE.NS,Media,genuine-company,False
CROWN.NS,Transportation,genuine-company,False
CSSL.NS,Diversified Consumer Services,genuine-company,False
CTE.NS,Software & Services,genuine-company,False
CUBEXTUB.NS,Metals & Mining,genuine-company,False
CUDML.NS,Media,genuine-company,False
CURAA.NS,Software & Services,genuine-company,False
CURIS.NS,Pharmaceuticals & Biotechnology,genuine-company,False
CURRENT.NS,Utilities,genuine-company,False
CYBERMEDIA.NS,Commercial Services & Supplies,genuine-company,False
CYBERTECH.NS,Software & Services,genuine-company,False
CYIENTDLM.NS,Commercial Services & Supplies,genuine-company,False
DALMIASUG.NS,"Food, Beverages & Tobacco",genuine-company,False
DAMODARIND.NS,Textiles Apparels & Accessories,genuine-company,False
DANGEE.NS,"Food, Beverages & Tobacco",genuine-company,False
DANISH.NS,General Industrials,genuine-company,False
DAVANGERE.NS,"Food, Beverages & Tobacco",genuine-company,False
DBCORP.NS,Commercial Services & Supplies,genuine-company,False
DBEIL.NS,Cement and Construction,genuine-company,False
DBOL.NS,"Food, Beverages & Tobacco",genuine-company,False
DCAL.NS,Pharmaceuticals & Biotechnology,genuine-company,False
DCG.NS,Consumer Durables,genuine-company,False
DCI.NS,Hardware Technology & Equipment,genuine-company,False
DCM.NS,General Industrials,genuine-company,False
DCMNVL.NS,Textiles Apparels & Accessories,genuine-company,False
DCMSIL.NS,General Industrials,genuine-company,False
DCMSRIND.NS,"Food, Beverages & Tobacco",genuine-company,False
DCW.NS,Chemicals & Petrochemicals,genuine-company,False
DCXINDIA.NS,General Industrials,genuine-company,False
DDEVPLSTIK.NS,General Industrials,genuine-company,False
DECCANCE.NS,Cement and Construction,genuine-company,False
DECCANTRAN.NS,Transportation,genuine-company,False
DEEDEV.NS,Cement and Construction,genuine-company,False
DEEM.NS,Metals & Mining,genuine-company,False
DEEPINDS.NS,Oil & Gas,genuine-company,False
DELAPLEX.NS,Software & Services,genuine-company,False
DELTACORP.NS,Diversified Consumer Services,genuine-company,False
DELTAMAGNT.NS,General Industrials,genuine-company,False
DELTIC.NS,Automobiles & Auto Components,genuine-company,False
DEN.NS,Media,genuine-company,False
DENEERS.NS,Metals & Mining,genuine-company,False
DENORA.NS,General Industrials,genuine-company,False
DENTA.NS,Utilities,genuine-company,False
DEVX.NS,Diversified Consumer Services,genuine-company,False
DGCONTENT.NS,Media,genuine-company,False
DHAMPURSUG.NS,"Food, Beverages & Tobacco",genuine-company,False
DHANLAXMI.NS,"Food, Beverages & Tobacco",genuine-company,False
DHANSA.NS,Chemicals & Petrochemicals,genuine-company,False
DHANUKA.NS,Chemicals & Petrochemicals,genuine-company,False
DHARAN.NS,Realty,genuine-company,False
DHARARAIL.NS,Automobiles & Auto Components,genuine-company,False
DHARIWAL.NS,Chemicals & Petrochemicals,genuine-company,False
DHARMAJ.NS,Chemicals & Petrochemicals,genuine-company,False
DHRUV.NS,Commercial Services & Supplies,genuine-company,False
DHTL.NS,Diversified Consumer Services,genuine-company,False
DIAMINESQ.NS,Chemicals & Petrochemicals,genuine-company,False
DICIND.NS,Chemicals & Petrochemicals,genuine-company,False
DIFFNKG.NS,General Industrials,genuine-company,False
DIGIDRIVE.NS,Commercial Services & Supplies,genuine-company,False
DIGIKORE.NS,Media,genuine-company,False
DIGISPICE.NS,Software & Services,genuine-company,False
DIGITIDE.NS,Software & Services,genuine-company,False
DIGJAMLMTD.NS,Textiles Apparels & Accessories,genuine-company,False
DIL.NS,Hotels Restaurants & Tourism,genuine-company,False
DIRL.NS,Realty,genuine-company,False
DISHTV.NS,Media,genuine-company,False
DIVGIITTS.NS,Automobiles & Auto Components,genuine-company,False
DIVINEHIRA.NS,Textiles Apparels & Accessories,genuine-company,False
DIVYADHAN.NS,Textiles Apparels & Accessories,genuine-company,False
DJML.NS,Transportation,genuine-company,False
DKEGL.NS,Commercial Services & Supplies,genuine-company,False
DLINKINDIA.NS,Hardware Technology & Equipment,genuine-company,False
DMCC.NS,Chemicals & Petrochemicals,genuine-company,False
DNAMEDIA.NS,Media,genuine-company,False
DODLA.NS,FMCG,genuine-company,False
DOLLAR.NS,Textiles Apparels & Accessories,genuine-company,False
DOLLEX.NS,"Food, Beverages & Tobacco",genuine-company,False
DOLPHIN.NS,Oil & Gas,genuine-company,False
DONEAR.NS,Textiles Apparels & Accessories,genuine-company,False
DPABHUSHAN.NS,Textiles Apparels & Accessories,genuine-company,False
DPEL.NS,Consumer Durables,genuine-company,False
DPWIRES.NS,Metals & Mining,genuine-company,False
DRCSYSTEMS.NS,Software & Services,genuine-company,False
DREAMFOLKS.NS,Diversified Consumer Services,genuine-company,False
DREDGECORP.NS,Transportation,genuine-company,False
DRONE.NS,Diversified Consumer Services,genuine-company,False
DRSDILIP.NS,Transportation,genuine-company,False
DSFCL.NS,Chemicals & Petrochemicals,genuine-company,False
DSSL.NS,Software & Services,genuine-company,False
DTIL.NS,"Food, Beverages & Tobacco",genuine-company,False
DTL.NS,Software & Services,genuine-company,False
DUCOL.NS,Chemicals & Petrochemicals,genuine-company,False
DUCON.NS,General Industrials,genuine-company,False
DUGLOBAL.NS,Diversified Consumer Services,genuine-company,False
DURLAX.NS,Diversified Consumer Services,genuine-company,False
DWARKESH.NS,"Food, Beverages & Tobacco",genuine-company,False
DYCL.NS,Consumer Durables,genuine-company,False
DYNAMIC.NS,Commercial Services & Supplies,genuine-company,False
DYNPRO.NS,Chemicals & Petrochemicals,genuine-company,False
E2E.NS,Software & Services,genuine-company,False
E2ERAIL.NS,General Industrials,genuine-company,False
EASEMYTRIP.NS,Diversified Consumer Services,genuine-company,False
EASTSILK.NS,Textiles Apparels & Accessories,genuine-company,False
EBGNG.NS,Hardware Technology & Equipment,genuine-company,False
ECOLINE.NS,Textiles Apparels & Accessories,genuine-company,False
ECOSMOBLTY.NS,Transportation,genuine-company,False
EDUCOMP.NS,Diversified Consumer Services,genuine-company,False
EEPL.NS,Consumer Durables,genuine-company,False
EFACTOR.NS,Commercial Services & Supplies,genuine-company,False
EFCIL.NS,Realty,genuine-company,False
EFFWA.NS,Cement and Construction,genuine-company,False
EFORCE.NS,Commercial Services & Supplies,genuine-company,False
EIFFL.NS,FMCG,genuine-company,False
EIHAHOTELS.NS,Hotels Restaurants & Tourism,genuine-company,False
EIMCOELECO.NS,General Industrials,genuine-company,False
EKC.NS,General Industrials,genuine-company,False
ELDEHSG.NS,Realty,genuine-company,False
ELECTHERM.NS,Metals & Mining,genuine-company,False
ELGIRUBCO.NS,Automobiles & Auto Components,genuine-company,False
ELGNZ.NS,Diversified Consumer Services,genuine-company,False
ELIN.NS,Consumer Durables,genuine-company,False
EMAMIPAP.NS,Commercial Services & Supplies,genuine-company,False
EMAMIREAL.NS,Realty,genuine-company,False
EMAPARTNER.NS,Commercial Services & Supplies,genuine-company,False
EMBASSY.NS,Realty,genuine-company,False
EMKAYTOOLS.NS,General Industrials,genuine-company,False
EMMBI.NS,Commercial Services & Supplies,genuine-company,False
EMMIL.NS,General Industrials,genuine-company,False
EMSLIMITED.NS,Utilities,genuine-company,False
EMUDHRA.NS,Commercial Services & Supplies,genuine-company,False
ENCOMPAS.NS,Textiles Apparels & Accessories,genuine-company,False
ENERGYDEV.NS,Utilities,genuine-company,False
ENFUSE.NS,Software & Services,genuine-company,False
ENIL.NS,Media,genuine-company,False
ENSER.NS,Software & Services,genuine-company,False
ENVIRO.NS,General Industrials,genuine-company,False
EPACK.NS,Consumer Durables,genuine-company,False
EPACKPEB.NS,Cement and Construction,genuine-company,False
EPIGRAL.NS,Chemicals & Petrochemicals,genuine-company,False
EPWINDIA.NS,Hardware Technology & Equipment,genuine-company,False
EQUIPPP.NS,Software & Services,genuine-company,False
ESABINDIA.NS,General Industrials,genuine-company,False
ESCONET.NS,Software & Services,genuine-company,False
ESFL.NS,Diversified Consumer Services,genuine-company,False
ESSARSHPNG.NS,Transportation,genuine-company,False
ESTER.NS,Commercial Services & Supplies,genuine-company,False
ETL.NS,General Industrials,genuine-company,False
ETML.NS,Automobiles & Auto Components,genuine-company,False
EUROBOND.NS,Metals & Mining,genuine-company,False
EUROPRATIK.NS,Diversified Consumer Services,genuine-company,False
EUROTEXIND.NS,Textiles Apparels & Accessories,genuine-company,False
EVEREADY.NS,Consumer Durables,genuine-company,False
EVERESTIND.NS,Cement and Construction,genuine-company,False
EXCELINDUS.NS,Chemicals & Petrochemicals,genuine-company,False
EXCELLENT.NS,Metals & Mining,genuine-company,False
EXCELSOFT.NS,Software & Services,genuine-company,False
EXICOM.NS,Utilities,genuine-company,False
EXIMROUTES.NS,Commercial Services & Supplies,genuine-company,False
EXPLEOSOL.NS,Software & Services,genuine-company,False
EXXARO.NS,Consumer Durables,genuine-company,False
FABTECH.NS,Commercial Services & Supplies,genuine-company,False
FAIRCHEMOR.NS,Chemicals & Petrochemicals,genuine-company,False
FALCONTECH.NS,Commercial Services & Supplies,genuine-company,False
FAZE3Q.NS,Textiles Apparels & Accessories,genuine-company,False
FCL.NS,Chemicals & Petrochemicals,genuine-company,False
FCSSOFT.NS,Software & Services,genuine-company,False
FDC.NS,Pharmaceuticals & Biotechnology,genuine-company,False
FEL.NS,Retailing,genuine-company,False
FELDVR.NS,Retailing,genuine-company,False
FELIX.NS,General Industrials,genuine-company,False
FIBERWEB.NS,Textiles Apparels & Accessories,genuine-company,False
FIDEL.NS,Software & Services,genuine-company,False
FILATEX.NS,Textiles Apparels & Accessories,genuine-company,False
FILATFASH.NS,Textiles Apparels & Accessories,genuine-company,False
FINEORG.NS,Chemicals & Petrochemicals,genuine-company,False
FISCHER.NS,Chemicals & Petrochemicals,genuine-company,False
FLAIR.NS,Commercial Services & Supplies,genuine-company,False
FLEXITUFF.NS,Textiles Apparels & Accessories,genuine-company,False
FLFL.NS,Retailing,genuine-company,False
FLYSBS.NS,Transportation,genuine-company,False
FMGOETZE.NS,Automobiles & Auto Components,genuine-company,False
FMNL.NS,Commercial Services & Supplies,genuine-company,False
FOCE.NS,Textiles Apparels & Accessories,genuine-company,False
FOCUS.NS,Consumer Durables,genuine-company,False
FONEBOX.NS,Retailing,genuine-company,False
FOODSIN.NS,"Food, Beverages & Tobacco",genuine-company,False
FORCAS.NS,Textiles Apparels & Accessories,genuine-company,False
FORGEAUTO.NS,General Industrials,genuine-company,False
FOSECOIND.NS,Chemicals & Petrochemicals,genuine-company,False
FRACTAL.NS,Software & Services,genuine-company,False
FRESHARA.NS,"Food, Beverages & Tobacco",genuine-company,False
FROG.NS,Telecommunications Equipment,genuine-company,False
FWSTC.NS,Diversified Consumer Services,genuine-company,False
GAJANAND.NS,Commercial Services & Supplies,genuine-company,False
GALAPREC.NS,General Industrials,genuine-company,False
GALAXYSURF.NS,Chemicals & Petrochemicals,genuine-company,False
GANDHAR.NS,Oil & Gas,genuine-company,False
GANDHITUBE.NS,Metals & Mining,genuine-company,False
GANECOS.NS,Textiles Apparels & Accessories,genuine-company,False
GANESHBE.NS,Chemicals & Petrochemicals,genuine-company,False
GANESHCP.NS,FMCG,genuine-company,False
GANESHHOU.NS,Realty,genuine-company,False
GANESHIN.NS,Cement and Construction,genuine-company,False
GANGABATH.NS,Consumer Durables,genuine-company,False
GANGAFORGE.NS,General Industrials,genuine-company,False
GANGESSECU.NS,"Food, Beverages & Tobacco",genuine-company,False
GARFIBRES.NS,Textiles Apparels & Accessories,genuine-company,False
GARUDA.NS,Cement and Construction,genuine-company,False
GATEWAY.NS,Transportation,genuine-company,False
GAUDIUMIVF.NS,Commercial Services & Supplies,genuine-company,False
GAYAHWS.NS,Cement and Construction,genuine-company,False
GAYAPROJ.NS,Cement and Construction,genuine-company,False
GCHOTELS.NS,Hotels Restaurants & Tourism,genuine-company,False
GEECEE.NS,Realty,genuine-company,False
GEEKAYWIRE.NS,Metals & Mining,genuine-company,False
GEMAROMA.NS,Chemicals & Petrochemicals,genuine-company,False
GENCON.NS,Realty,genuine-company,False
GENESYS.NS,Software & Services,genuine-company,False
GENSOL.NS,Cement and Construction,genuine-company,False
GENUSPAPER.NS,Commercial Services & Supplies,genuine-company,False
GENUSPOWER.NS,Consumer Durables,genuine-company,False
GENXAI.NS,Software & Services,genuine-company,False
GFLLIMITED.NS,Diversified,genuine-company,False
GFSTEELS.NS,Metals & Mining,genuine-company,False
GGBL.NS,Utilities,genuine-company,False
GHCLTEXTIL.NS,Textiles Apparels & Accessories,genuine-company,False
GICL.NS,Transportation,genuine-company,False
GILLANDERS.NS,"Food, Beverages & Tobacco",genuine-company,False
GINNIFILA.NS,Textiles Apparels & Accessories,genuine-company,False
GIPCL.NS,Utilities,genuine-company,False
GIRIRAJ.NS,Cement and Construction,genuine-company,False
GJL.NS,Textiles Apparels & Accessories,genuine-company,False
GKENERGY.NS,General Industrials,genuine-company,False
GKSL.NS,Healthcare,genuine-company,False
GLOBAL.NS,Diversified Consumer Services,genuine-company,False
GLOBALE.NS,Textiles Apparels & Accessories,genuine-company,False
GLOBALPET.NS,General Industrials,genuine-company,False
GLOBALVECT.NS,Transportation,genuine-company,False
GLOBE.NS,Textiles Apparels & Accessories,genuine-company,False
GLOBECIVIL.NS,Cement and Construction,genuine-company,False
GLOBUSSPR.NS,"Food, Beverages & Tobacco",genuine-company,False
GLOSTERLTD.NS,Forest Materials,genuine-company,False
GLOTTIS.NS,Transportation,genuine-company,False
GMBREW.NS,"Food, Beverages & Tobacco",genuine-company,False
GML.NS,Healthcare,genuine-company,False
GNA.NS,Automobiles & Auto Components,genuine-company,False
GOACARBON.NS,Oil & Gas,genuine-company,False
GOCLCORP.NS,Oil & Gas,genuine-company,False
GOCOLORS.NS,Textiles Apparels & Accessories,genuine-company,False
GODAVARIB.NS,Chemicals & Petrochemicals,genuine-company,False
GOKUL.NS,FMCG,genuine-company,False
GOODLUCK.NS,Metals & Mining,genuine-company,False
GOPAL.NS,FMCG,genuine-company,False
GOYALALUM.NS,Commercial Services & Supplies,genuine-company,False
GOYALSALT.NS,"Food, Beverages & Tobacco",genuine-company,False
GPECO.NS,Consumer Durables,genuine-company,False
GPTHEALTH.NS,Healthcare,genuine-company,False
GPTINFRA.NS,Cement and Construction,genuine-company,False
GRAPHISAD.NS,Media,genuine-company,False
GRCL.NS,Automobiles & Auto Components,genuine-company,False
GREENCHEF.NS,Consumer Durables,genuine-company,False
GREENLAM.NS,Diversified Consumer Services,genuine-company,False
GREENLEAF.NS,Utilities,genuine-company,False
GREENPANEL.NS,Forest Materials,genuine-company,False
GREENPLY.NS,Forest Materials,genuine-company,False
GRETEX.NS,Commercial Services & Supplies,genuine-company,False
GRINDWELL.NS,General Industrials,genuine-company,False
GRINFRA.NS,Cement and Construction,genuine-company,False
GRMOVER.NS,"Food, Beverages & Tobacco",genuine-company,False
GRPLTD.NS,Automobiles & Auto Components,genuine-company,False
GSLSU.NS,Diversified Consumer Services,genuine-company,False
GSMFOILS.NS,Commercial Services & Supplies,genuine-company,False
GSPCROP.NS,Chemicals & Petrochemicals,genuine-company,False
GSS.NS,Software & Services,genuine-company,False
GSTL.NS,Software & Services,genuine-company,False
GTECJAINX.NS,Software & Services,genuine-company,False
GTL.NS,Telecom Services,genuine-company,False
GTLINFRA.NS,Telecommunications Equipment,genuine-company,False
GTPL.NS,Media,genuine-company,False
GUFICBIO.NS,Pharmaceuticals & Biotechnology,genuine-company,False
GUJALKALI.NS,Chemicals & Petrochemicals,genuine-company,False
GUJAPOLLO.NS,General Industrials,genuine-company,False
GUJGASLTD.NS,Utilities,genuine-company,False
GUJRAFFIA.NS,Commercial Services & Supplies,genuine-company,False
GUJTHEM.NS,Pharmaceuticals & Biotechnology,genuine-company,False
GULFOILLUB.NS,Oil & Gas,genuine-company,False
GULFPETRO.NS,Oil & Gas,genuine-company,False
GULPOLY.NS,Chemicals & Petrochemicals,genuine-company,False
GURUNANAK.NS,General Industrials,genuine-company,False
GVKPIL.NS,Cement and Construction,genuine-company,False
GVPIL.NS,General Industrials,genuine-company,False
GVPTECH.NS,Software & Services,genuine-company,False
HALDER.NS,"Food, Beverages & Tobacco",genuine-company,False
HALEOSLABS.NS,Pharmaceuticals & Biotechnology,genuine-company,False
HAPPYFORGE.NS,General Industrials,genuine-company,False
HARDWYN.NS,Consumer Durables,genuine-company,False
HARIOMPIPE.NS,Metals & Mining,genuine-company,False
HARRMALAYA.NS,Automobiles & Auto Components,genuine-company,False
HARSHA.NS,Cement and Construction,genuine-company,False
HATHWAY.NS,Media,genuine-company,False
HATSUN.NS,FMCG,genuine-company,False
HCL-INSYS.NS,Hardware Technology & Equipment,genuine-company,False
HEADSUP.NS,Retailing,genuine-company,False
HEALTHX.NS,Healthcare,genuine-company,False
HECPROJECT.NS,Cement and Construction,genuine-company,False
HEIDELBERG.NS,Cement and Construction,genuine-company,False
HGM.NS,Software & Services,genuine-company,False
JISLDVREQS.NS,General Industrials,genuine-company,False
KEEPLEARN.NS,Diversified Consumer Services,genuine-company,False
MUFTI.NS,Retailing,genuine-company,False
PARKHOTELS.NS,Hotels Restaurants & Tourism,genuine-company,False
STYLEBAAZA.NS,Retailing,genuine-company,False
WHITEFORCE.NS,Commercial Services & Supplies,genuine-company,False
